id	category	name	code	direction	startTime	startDay	startMonth	startYear	startSorx	endTime	endDay	endMonth	endYear	endSorx	duration
0	MSN	X	0	N	515	29	10	1986	X	1415	29	10	1986	X	900
0	MSN	X	0	N	1500	8	11	1986	X	1100	9	11	1986	X	2000
0	MSN	X	0	NE	1715	15	11	1986	X	1420	16	11	1986	X	2105
0	MSN	X	0	N	330	29	11	1986	X	1130	29	11	1986	X	800
0	MSN	X	0	E	1115	15	12	1986	X	1000	16	12	1986	X	2245
0	MSN	X	0	N	1745	18	12	1986	X	1000	19	12	1986	X	1615
0	MSN	X	0	E	215	26	12	1986	X	1615	26	12	1986	X	1400
0	MSN	X	0	E	830	1	1	1987	X	1205	1	1	1987	X	335
0	MSN	X	0	N	640	12	1	1987	X	1000	12	1	1987	X	320
0	MSN	X	0	E	2115	20	1	1987	X	1000	21	1	1987	X	1245
0	MSN	X	0	N	2235	23	1	1987	X	1000	24	1	1987	X	1125
0	MSN	X	0	E	2300	18	2	1987	X	1240	19	2	1987	X	1340
0	MSN	X	0	E	800	25	2	1987	X	1215	26	2	1987	X	2815
0	MSN	X	0	E	835	27	2	1987	X	700	28	2	1987	X	2225
0	MSN	X	0	E	505	25	3	1987	X	700	26	3	1987	X	2555
0	MSN	X	0	E	1700	26	3	1987	X	1455	27	3	1987	X	2155
0	MSN	X	0	E	2300	31	3	1987	X	605	1	4	1987	X	705
0	MSN	X	0	E	2300	11	4	1987	X	1800	13	4	1987	X	4300
0	MSN	X	0	E	500	27	4	1987	X	1200	27	4	1987	X	700
0	MSN	X	0	E	1515	3	5	1987	X	1205	4	5	1987	X	2050
0	MSN	X	0	E	1700	4	5	1987	X	400	5	5	1987	X	1100
198701	TS	RUTH	1	X	1545	18	6	1987	X	1115	19	6	1987	X	1930
0	MSN	X	0	SW	830	29	7	1987	X	1900	29	7	1987	X	1030
0	MSN	X	0	SW	1120	31	7	1987	X	1830	31	7	1987	X	710
198702	TSupT	BETTY	1	X	1445	14	8	1987	X	1200	15	8	1987	X	2115
198703	TST	CARY	1	X	2300	19	8	1987	X	1200	21	8	1987	X	3700
198704	TST	GERALD	1	X	1200	9	9	1987	X	1100	10	9	1987	X	2300
198705	TSupT	LYNN	1	X	2300	23	10	1987	X	500	24	10	1987	X	600
198705	TSupT	LYNN	3	X	500	24	10	1987	X	1500	25	10	1987	X	3400
198705	TSupT	LYNN	1	X	1500	25	10	1987	X	1600	26	10	1987	X	2500
0	MSN	X	0	NE	447	28	10	1987	X	1200	28	10	1987	X	713
0	MSN	X	0	NE	1500	27	11	1987	X	1300	30	11	1987	X	7000
0	MSN	X	0	N	2115	30	11	1987	X	1005	1	12	1987	X	1250
0	MSN	X	0	N	2205	1	12	1987	X	905	2	12	1987	X	1100
0	MSN	X	0	N	715	5	12	1987	X	1500	5	12	1987	X	745
0	MSN	X	0	N	1940	5	12	1987	X	1405	6	12	1987	X	1825
0	MSN	X	0	E	1900	30	12	1987	X	2300	31	12	1987	X	2800
0	MSN	X	0	E	15	10	1	1988	X	800	10	1	1988	X	745
0	MSN	X	0	E	1000	24	1	1988	X	500	25	1	1988	X	1900
0	MSN	X	0	E	100	3	2	1988	X	1000	3	2	1988	X	900
0	MSN	X	0	E	1800	6	2	1988	X	1000	7	2	1988	X	1600
0	MSN	X	0	N	2215	8	4	1988	X	700	11	4	1988	X	5645
0	MSN	X	0	E	2000	12	5	1988	X	1000	13	5	1988	X	1400
198801	T	SUSAN	1	X	1630	31	5	1988	X	2100	1	6	1988	X	2830
198802	TS	VANESSA	1	X	2320	28	6	1988	X	1650	29	6	1988	X	1730
198803	TSupT	WARREN	1	X	1100	18	7	1988	X	410	19	7	1988	X	1710
198803	TSupT	WARREN	3	X	410	19	7	1988	X	500	20	7	1988	X	2450
198804	T	KIT	1	X	845	21	9	1988	X	2100	21	9	1988	X	1215
198804	T	KIT	3	X	2100	21	9	1988	X	910	22	9	1988	X	1210
0	MSN	X	0	E	20	1	10	1988	X	1000	2	10	1988	X	3340
0	MSN	X	0	E	2000	2	10	1988	X	700	3	10	1988	X	1100
0	MSN	X	0	E	2320	9	10	1988	X	700	10	10	1988	X	740
0	MSN	X	0	E	2300	10	10	1988	X	900	11	10	1988	X	1000
0	MSN	X	0	E	635	13	10	1988	X	700	14	10	1988	X	2425
198805	T	PAT	1	X	850	21	10	1988	X	2245	21	10	1988	X	1355
198805	T	PAT	3	X	2245	21	10	1988	X	1545	22	10	1988	X	1700
198806	TSupT	RUBY	1	X	1610	25	10	1988	X	2245	26	10	1988	X	3035
198806	TSupT	RUBY	3	X	2245	26	10	1988	X	500	28	10	1988	X	3015
0	MSN	X	0	NE	1015	28	10	1988	X	700	29	10	1988	X	2045
0	MSN	X	0	NE	1930	9	11	1988	X	700	11	11	1988	X	3530
0	MSN	X	0	N	2330	8	12	1988	X	1205	9	12	1988	X	1235
0	MSN	X	0	E	2300	17	12	1988	X	705	18	12	1988	X	805
0	MSN	X	0	E	620	4	1	1989	X	630	6	1	1989	X	4810
0	MSN	X	0	N	200	14	1	1989	X	1400	14	1	1989	X	1200
0	MSN	X	0	N	2110	22	1	1989	X	745	23	1	1989	X	1035
0	MSN	X	0	E	2050	28	1	1989	X	800	29	1	1989	X	1110
0	MSN	X	0	E	400	22	2	1989	X	800	23	2	1989	X	2800
0	MSN	X	0	N	245	25	2	1989	X	840	25	2	1989	X	555
0	MSN	X	0	E	2300	26	2	1989	X	700	27	2	1989	X	800
0	MSN	X	0	N	1445	4	3	1989	X	750	5	3	1989	X	1705
0	MSN	X	0	E	1000	17	3	1989	X	500	18	3	1989	X	1900
0	MSN	X	0	E	600	21	3	1989	X	700	23	3	1989	X	4900
0	MSN	X	0	N	2300	25	3	1989	X	600	26	3	1989	X	700
0	MSN	X	0	SW	1730	3	4	1989	X	800	4	4	1989	X	1430
0	MSN	X	0	E	2300	10	4	1989	X	1000	11	4	1989	X	1100
0	MSN	X	0	E	2200	11	4	1989	X	930	12	4	1989	X	1130
0	MSN	X	0	E	2330	14	5	1989	X	510	15	5	1989	X	540
198901	T	BRENDA	1	X	845	19	5	1989	X	2145	19	5	1989	X	1300
198901	T	BRENDA	3	X	2145	19	5	1989	X	515	20	5	1989	X	730
198901	T	BRENDA	8	NE	515	20	5	1989	X	1600	20	5	1989	X	1045
198901	T	BRENDA	8	SE	1600	20	5	1989	X	2315	20	5	1989	X	715
198901	T	BRENDA	3	X	2315	20	5	1989	X	715	21	5	1989	X	800
0	MSN	X	0	E	1450	26	5	1989	X	830	27	5	1989	X	1740
198902	T	DOT	1	X	1500	8	6	1989	X	1900	9	6	1989	X	2800
198902	T	DOT	3	X	1900	9	6	1989	X	1215	10	6	1989	X	1715
198903	STS	FAYE	1	X	1550	9	7	1989	X	1600	10	7	1989	X	2410
198904	TSupT	GORDON	1	X	1000	16	7	1989	X	445	17	7	1989	X	1845
198904	TSupT	GORDON	3	X	445	17	7	1989	X	1730	17	7	1989	X	1245
198904	TSupT	GORDON	8	NE	1730	17	7	1989	X	300	18	7	1989	X	930
198904	TSupT	GORDON	8	SE	300	18	7	1989	X	910	18	7	1989	X	610
198904	TSupT	GORDON	3	X	910	18	7	1989	X	1400	18	7	1989	X	450
198905	T	BRIAN	1	X	1710	30	9	1989	X	1545	1	10	1989	X	2235
198905	T	BRIAN	3	X	1545	1	10	1989	X	1200	2	10	1989	X	2015
0	MSN	X	0	E	1200	2	10	1989	X	945	4	10	1989	X	4545
198906	TSupT	ANGELA	1	X	2050	6	10	1989	X	2100	7	10	1989	X	2410
198906	TSupT	ANGELA	3	X	2100	7	10	1989	X	945	9	10	1989	X	3645
0	MSN	X	0	E	945	9	10	1989	X	1005	10	10	1989	X	2420
198907	T	DAN	1	X	2000	11	10	1989	X	500	12	10	1989	X	900
198907	T	DAN	3	X	500	12	10	1989	X	630	13	10	1989	X	2530
0	MSN	X	0	E	630	13	10	1989	X	1200	14	10	1989	X	2930
0	MSN	X	0	N	2030	19	10	1989	X	945	20	10	1989	X	1315
0	MSN	X	0	N	2200	10	11	1989	X	740	11	11	1989	X	940
0	MSN	X	0	N	1000	18	11	1989	X	1300	18	11	1989	X	300
0	MSN	X	0	N	2210	18	11	1989	X	730	19	11	1989	X	920
0	MSN	X	0	N	2140	27	11	1989	X	800	29	11	1989	X	3420
0	MSN	X	0	N	0	10	12	1989	X	900	10	12	1989	X	900
0	MSN	X	0	E	1100	18	12	1989	X	900	19	12	1989	X	2200
0	MSN	X	0	E	2240	19	12	1989	X	700	20	12	1989	X	820
0	MSN	X	0	N	1730	15	1	1990	X	715	16	1	1990	X	1345
0	MSN	X	0	N	2300	22	1	1990	X	1000	23	1	1990	X	1100
0	MSN	X	0	N	1820	31	1	1990	X	845	1	2	1990	X	1425
0	MSN	X	0	E	705	9	2	1990	X	1015	9	2	1990	X	310
0	MSN	X	0	E	2300	16	2	1990	X	1500	17	2	1990	X	1600
0	MSN	X	0	E	440	20	2	1990	X	1015	20	2	1990	X	535
0	MSN	X	0	E	500	27	2	1990	X	500	28	2	1990	X	2400
0	MSN	X	0	E	2230	26	3	1990	X	735	27	3	1990	X	905
0	MSN	X	0	E	605	17	4	1990	X	705	18	4	1990	X	2500
0	MSN	X	0	E	2200	23	4	1990	X	530	24	4	1990	X	730
0	MSN	X	0	E	1125	24	4	1990	X	1455	24	4	1990	X	330
199001	T	MARIAN	1	X	1545	17	5	1990	X	500	18	5	1990	X	1315
199001	T	MARIAN	3	X	500	18	5	1990	X	1815	18	5	1990	X	1315
199002	STS	NATHAN	1	X	1605	17	6	1990	X	2200	17	6	1990	X	555
199002	STS	NATHAN	3	X	2200	17	6	1990	X	1010	18	6	1990	X	1210
199003	TSupT	PERCY	1	X	800	28	6	1990	X	1330	29	6	1990	X	2930
199004	STS	TASHA	1	X	920	28	7	1990	X	1345	30	7	1990	X	5225
199004	STS	TASHA	3	X	1345	30	7	1990	X	1330	31	7	1990	X	2345
199005	T	BECKY	1	X	600	27	8	1990	X	500	28	8	1990	X	2300
199005	T	BECKY	3	X	500	28	8	1990	X	2010	28	8	1990	X	1510
199006	T	ED	1	X	2300	14	9	1990	X	745	17	9	1990	X	5645
0	MSN	X	0	E	635	2	10	1990	X	445	3	10	1990	X	2210
0	MSN	X	0	E	1040	9	10	1990	X	1020	10	10	1990	X	2340
0	MSN	X	0	E	210	18	10	1990	X	1000	18	10	1990	X	750
0	MSN	X	0	N	1125	9	11	1990	X	1200	10	11	1990	X	2435
0	MSN	X	0	E	45	16	11	1990	X	1200	18	11	1990	X	5915
0	MSN	X	0	N	1915	30	11	1990	X	450	2	12	1990	X	3335
0	MSN	X	0	E	2300	11	12	1990	X	800	12	12	1990	X	900
0	MSN	X	0	E	630	27	12	1990	X	1520	27	12	1990	X	850
0	MSN	X	0	N	1000	5	1	1991	X	1430	5	1	1991	X	430
0	MSN	X	0	E	130	10	1	1991	X	540	10	1	1991	X	410
0	MSN	X	0	E	130	13	1	1991	X	900	14	1	1991	X	3130
0	MSN	X	0	E	1000	12	2	1991	X	1430	12	2	1991	X	430
0	MSN	X	0	E	750	16	2	1991	X	700	17	2	1991	X	2310
0	MSN	X	0	E	2330	17	2	1991	X	745	18	2	1991	X	815
0	MSN	X	0	E	430	25	2	1991	X	1430	25	2	1991	X	1000
0	MSN	X	0	E	1530	14	3	1991	X	730	15	3	1991	X	1600
0	MSN	X	0	N	1605	31	3	1991	X	730	1	4	1991	X	1525
0	MSN	X	0	E	2150	2	5	1991	X	1530	4	5	1991	X	4140
199101	T	ZEKE	1	X	850	12	7	1991	X	2240	12	7	1991	X	1350
199101	T	ZEKE	3	X	2240	12	7	1991	X	710	13	7	1991	X	830
199102	TSupT	AMY	1	X	2245	18	7	1991	X	1110	19	7	1991	X	1225
199102	TSupT	AMY	3	X	1110	19	7	1991	X	1010	20	7	1991	X	2300
199103	STS	BRENDAN	1	X	2210	22	7	1991	X	1000	23	7	1991	X	1150
199103	STS	BRENDAN	3	X	1000	23	7	1991	X	2100	23	7	1991	X	1100
199103	STS	BRENDAN	8	NE	2100	23	7	1991	X	320	24	7	1991	X	620
199103	STS	BRENDAN	8	SE	320	24	7	1991	X	1000	24	7	1991	X	640
199103	STS	BRENDAN	3	X	1000	24	7	1991	X	1510	24	7	1991	X	510
199104	T	FRED	1	X	2315	13	8	1991	X	1910	14	8	1991	X	1955
199104	T	FRED	3	X	1910	14	8	1991	X	500	16	8	1991	X	3350
199105	STS	JOEL	1	X	2145	3	9	1991	X	2230	4	9	1991	X	2445
199105	STS	JOEL	3	X	2230	4	9	1991	X	930	7	9	1991	X	5900
199106	TST	NAT	1	X	1930	16	9	1991	X	1115	18	9	1991	X	3945
199106	TST	NAT	1	X	1330	23	9	1991	X	1430	25	9	1991	X	4900
0	MSN	X	0	E	315	29	9	1991	X	1345	29	9	1991	X	1030
199106	TST	NAT	1	X	2145	29	9	1991	X	2240	30	9	1991	X	2455
0	MSN	X	0	E	215	20	10	1991	X	745	20	10	1991	X	530
0	MSN	X	0	E	2315	20	10	1991	X	945	21	10	1991	X	1030
0	MSN	X	0	E	145	23	10	1991	X	800	23	10	1991	X	615
0	MSN	X	0	N	2145	26	10	1991	X	845	29	10	1991	X	5900
0	MSN	X	0	E	1700	4	11	1991	X	945	5	11	1991	X	1645
0	MSN	X	0	E	2230	5	11	1991	X	1315	6	11	1991	X	1445
0	MSN	X	0	E	755	24	11	1991	X	730	25	11	1991	X	2335
0	MSN	X	0	E	200	9	12	1991	X	755	10	12	1991	X	2955
0	MSN	X	0	E	315	12	12	1991	X	800	12	12	1991	X	445
0	MSN	X	0	N	1600	27	12	1991	X	530	29	12	1991	X	3730
0	MSN	X	0	E	1300	4	1	1992	X	600	5	1	1992	X	1700
0	MSN	X	0	N	1545	13	1	1992	X	445	15	1	1992	X	3700
0	MSN	X	0	E	1600	1	2	1992	X	1600	2	2	1992	X	2400
0	MSN	X	0	E	1430	8	2	1992	X	1130	9	2	1992	X	2100
0	MSN	X	0	N	845	5	3	1992	X	2245	5	3	1992	X	1400
0	MSN	X	0	E	2205	17	3	1992	X	445	18	3	1992	X	640
0	MSN	X	0	E	2315	21	3	1992	X	1130	22	3	1992	X	1215
0	MSN	X	0	E	1030	3	5	1992	X	1700	3	5	1992	X	630
199201	T	CHUCK	1	X	850	27	6	1992	X	2015	27	6	1992	X	1125
199201	T	CHUCK	3	X	2015	27	6	1992	X	1400	28	6	1992	X	1745
0	MSN	X	0	SW	630	6	7	1992	X	2300	6	7	1992	X	1630
0	MSN	X	0	SW	1310	7	7	1992	X	1735	7	7	1992	X	425
199202	T	ELI	1	X	2030	11	7	1992	X	1000	12	7	1992	X	1330
199202	T	ELI	3	X	1000	12	7	1992	X	945	13	7	1992	X	2345
199203	TS	FAYE	1	X	900	17	7	1992	X	2350	17	7	1992	X	1450
199203	TS	FAYE	3	X	2350	17	7	1992	X	1605	18	7	1992	X	1615
199204	STS	GARY	1	X	2230	20	7	1992	X	1545	21	7	1992	X	1715
199204	STS	GARY	3	X	1545	21	7	1992	X	545	22	7	1992	X	1400
199204	STS	GARY	8	NE	545	22	7	1992	X	1100	22	7	1992	X	515
199204	STS	GARY	8	SE	1100	22	7	1992	X	1615	22	7	1992	X	515
199204	STS	GARY	3	X	1615	22	7	1992	X	1850	22	7	1992	X	235
199205	TS	MARK	1	X	1015	16	8	1992	X	1130	17	8	1992	X	2515
0	MSN	X	0	E	430	18	9	1992	X	800	18	9	1992	X	330
0	MSN	X	0	E	2120	18	9	1992	X	805	20	9	1992	X	3445
0	MSN	X	0	E	800	26	9	1992	X	1100	26	9	1992	X	300
0	MSN	X	0	E	2315	26	9	1992	X	1245	27	9	1992	X	1330
0	MSN	X	0	NE	2300	4	10	1992	X	900	5	10	1992	X	1000
0	MSN	X	0	E	2300	20	10	1992	X	915	21	10	1992	X	1015
0	MSN	X	0	E	2250	21	10	1992	X	745	22	10	1992	X	855
0	MSN	X	0	E	2145	27	10	1992	X	640	28	10	1992	X	855
0	MSN	X	0	E	1700	1	11	1992	X	1515	2	11	1992	X	2215
0	MSN	X	0	N	1730	8	11	1992	X	945	10	11	1992	X	4015
0	MSN	X	0	E	2300	16	11	1992	X	445	17	11	1992	X	545
0	MSN	X	0	N	2315	19	11	1992	X	500	21	11	1992	X	2945
0	MSN	X	0	E	2240	26	11	1992	X	745	27	11	1992	X	905
0	MSN	X	0	E	2330	3	12	1992	X	630	4	12	1992	X	700
0	MSN	X	0	N	800	23	12	1992	X	300	24	12	1992	X	1900
0	MSN	X	0	E	930	25	12	1992	X	2130	26	12	1992	X	3600
0	MSN	X	0	N	1600	14	1	1993	X	645	15	1	1993	X	1445
0	MSN	X	0	N	2305	15	1	1993	X	1200	16	1	1993	X	1255
0	MSN	X	0	N	2230	27	1	1993	X	1015	28	1	1993	X	1145
0	MSN	X	0	E	2310	1	2	1993	X	1145	2	2	1993	X	1235
0	MSN	X	0	E	930	12	2	1993	X	900	13	2	1993	X	2330
0	MSN	X	0	E	2350	26	2	1993	X	800	27	2	1993	X	810
0	MSN	X	0	E	2305	7	3	1993	X	900	8	3	1993	X	955
0	MSN	X	0	E	2245	12	3	1993	X	830	13	3	1993	X	945
0	MSN	X	0	E	2310	16	3	1993	X	800	17	3	1993	X	850
0	MSN	X	0	E	445	29	3	1993	X	730	30	3	1993	X	2645
0	MSN	X	0	E	600	5	4	1993	X	1400	5	4	1993	X	800
0	MSN	X	0	E	2300	11	4	1993	X	740	12	4	1993	X	840
0	MSN	X	0	E	2300	12	4	1993	X	750	13	4	1993	X	850
0	MSN	X	0	E	1605	25	4	1993	X	915	26	4	1993	X	1710
0	MSN	X	0	SW	1230	1	6	1993	X	135	2	6	1993	X	1305
199301	TST	KORYN	1	X	1510	26	6	1993	X	330	27	6	1993	X	1220
199301	TST	KORYN	3	X	330	27	6	1993	X	1030	27	6	1993	X	700
199301	TST	KORYN	8	NE	1030	27	6	1993	X	1630	27	6	1993	X	600
199301	TST	KORYN	8	SE	1630	27	6	1993	X	2225	27	6	1993	X	555
199301	TST	KORYN	3	X	2225	27	6	1993	X	415	28	6	1993	X	550
199302	STS	LEWIS	1	X	5	10	7	1993	X	2200	10	7	1993	X	2155
199303	T	TASHA	1	X	1615	18	8	1993	X	1045	19	8	1993	X	1830
199303	T	TASHA	3	X	1045	19	8	1993	X	1600	20	8	1993	X	2915
199303	T	TASHA	8	SE	1600	20	8	1993	X	30	21	8	1993	X	830
199303	T	TASHA	3	X	30	21	8	1993	X	940	21	8	1993	X	910
199304	TS	WINONA	1	X	2230	25	8	1993	X	1545	26	8	1993	X	1715
199305	TST	ABE	1	X	950	12	9	1993	X	750	14	9	1993	X	4600
199306	STS	BECKY	1	X	930	16	9	1993	X	2230	16	9	1993	X	1300
199306	STS	BECKY	3	X	2230	16	9	1993	X	250	17	9	1993	X	420
199306	STS	BECKY	8	NE	250	17	9	1993	X	730	17	9	1993	X	440
199306	STS	BECKY	8	SE	730	17	9	1993	X	1510	17	9	1993	X	740
199306	STS	BECKY	3	X	1510	17	9	1993	X	1700	17	9	1993	X	150
0	MSN	X	0	E	735	24	9	1993	X	1615	25	9	1993	X	3240
199307	T	DOT	3	X	1615	25	9	1993	X	915	26	9	1993	X	1700
199307	T	DOT	8	SE	915	26	9	1993	X	1600	26	9	1993	X	645
199307	T	DOT	3	X	1600	26	9	1993	X	1800	26	9	1993	X	200
0	MSN	X	0	NE	335	1	10	1993	X	1600	1	10	1993	X	1225
0	MSN	X	0	NE	15	7	10	1993	X	1020	7	10	1993	X	1005
199308	TD	NIL	1	X	1645	12	10	1993	X	1645	13	10	1993	X	2400
0	MSN	X	0	N	1745	29	10	1993	X	1130	31	10	1993	X	4145
199309	TST	IRA	1	X	1550	2	11	1993	X	410	4	11	1993	X	3620
199309	TST	IRA	3	X	410	4	11	1993	X	35	5	11	1993	X	2025
0	MSN	X	0	E	1145	18	11	1993	X	920	20	11	1993	X	4535
0	MSN	X	0	N	2300	20	11	1993	X	900	22	11	1993	X	3400
0	MSN	X	0	N	2045	23	11	1993	X	755	24	11	1993	X	1110
0	MSN	X	0	N	2300	3	12	1993	X	900	4	12	1993	X	1000
0	MSN	X	0	E	435	8	12	1993	X	730	8	12	1993	X	255
0	MSN	X	0	E	130	9	12	1993	X	645	9	12	1993	X	515
0	MSN	X	0	N	1815	16	12	1993	X	1510	17	12	1993	X	2055
0	MSN	X	0	N	630	21	12	1993	X	930	21	12	1993	X	300
0	MSN	X	0	N	1930	21	12	1993	X	730	22	12	1993	X	1200
0	MSN	X	0	N	1730	20	1	1994	X	1100	21	1	1994	X	1730
0	MSN	X	0	E	2230	29	1	1994	X	1330	30	1	1994	X	1500
0	MSN	X	0	E	30	10	2	1994	X	2100	10	2	1994	X	2030
0	MSN	X	0	E	2130	12	2	1994	X	615	14	2	1994	X	3245
0	MSN	X	0	E	1930	26	3	1994	X	440	28	3	1994	X	3310
0	MSN	X	0	E	545	3	6	1994	X	1905	4	6	1994	X	3720
199401	STS	RUSS	1	X	1010	5	6	1994	X	2030	6	6	1994	X	3420
199401	STS	RUSS	3	X	2030	6	6	1994	X	1545	7	6	1994	X	1915
199402	TS	SHARON	1	X	1050	24	6	1994	X	630	25	6	1994	X	1940
199403	STS	HARRY	1	X	2250	25	8	1994	X	1615	26	8	1994	X	1725
199403	STS	HARRY	3	X	1615	26	8	1994	X	1145	27	8	1994	X	1930
199404	TS	LUKE	1	X	750	11	9	1994	X	2230	11	9	1994	X	1440
199404	TS	LUKE	3	X	2230	11	9	1994	X	1150	12	9	1994	X	1320
0	MSN	X	0	E	1700	12	9	1994	X	1145	14	9	1994	X	4245
0	MSN	X	0	E	2320	14	9	1994	X	600	15	9	1994	X	640
0	MSN	X	0	N	1915	19	10	1994	X	1930	22	10	1994	X	7215
0	MSN	X	0	E	2130	7	11	1994	X	945	8	11	1994	X	1215
0	MSN	X	0	E	745	14	11	1994	X	1615	14	11	1994	X	830
0	MSN	X	0	E	640	15	11	1994	X	935	15	11	1994	X	255
0	MSN	X	0	E	2130	15	11	1994	X	645	16	11	1994	X	915
0	MSN	X	0	E	530	3	12	1994	X	500	4	12	1994	X	2330
0	MSN	X	0	N	750	13	12	1994	X	1015	13	12	1994	X	225
0	MSN	X	0	E	2315	16	12	1994	X	445	17	12	1994	X	530
0	MSN	X	0	NE	2315	31	12	1994	X	800	1	1	1995	X	845
0	MSN	X	0	NE	2345	1	1	1995	X	730	2	1	1995	X	745
0	MSN	X	0	N	2130	4	1	1995	X	810	5	1	1995	X	1040
0	MSN	X	0	E	2300	25	1	1995	X	500	26	1	1995	X	600
0	MSN	X	0	N	2000	4	2	1995	X	1100	5	2	1995	X	1500
0	MSN	X	0	N	2200	3	3	1995	X	930	4	3	1995	X	1130
0	MSN	X	0	N	1200	25	3	1995	X	800	26	3	1995	X	2000
0	MSN	X	0	NE	2230	2	4	1995	X	1345	3	4	1995	X	1515
0	MSN	X	0	E	1930	3	4	1995	X	900	4	4	1995	X	1330
199501	STS	GARY	1	X	1545	28	7	1995	X	1430	31	7	1995	X	7045
199502	STS	HELEN	1	X	1600	9	8	1995	X	545	11	8	1995	X	3745
199502	STS	HELEN	3	X	545	11	8	1995	X	2230	11	8	1995	X	1645
199502	STS	HELEN	8	NE	2230	11	8	1995	X	430	12	8	1995	X	600
199502	STS	HELEN	8	NW	430	12	8	1995	X	945	12	8	1995	X	515
199502	STS	HELEN	8	SW	945	12	8	1995	X	1415	12	8	1995	X	430
199502	STS	HELEN	3	X	1415	12	8	1995	X	1730	12	8	1995	X	315
199503	TS	IRVING	1	X	1230	18	8	1995	X	2345	19	8	1995	X	3515
199504	STS	LOIS	1	X	1315	27	8	1995	X	935	28	8	1995	X	2020
199505	TST	KENT	1	X	1200	30	8	1995	X	400	31	8	1995	X	1600
199505	TST	KENT	3	X	400	31	8	1995	X	1300	31	8	1995	X	900
199505	TST	KENT	8	NW	1300	31	8	1995	X	1645	31	8	1995	X	345
199505	TST	KENT	8	SW	1645	31	8	1995	X	2100	31	8	1995	X	415
199505	TST	KENT	3	X	2100	31	8	1995	X	15	1	9	1995	X	315
199506	TS	NINA	1	X	945	6	9	1995	X	1015	7	9	1995	X	2430
0	MSN	X	0	E	515	12	9	1995	X	1045	12	9	1995	X	530
199507	TST	RYAN	1	X	2215	19	9	1995	X	1130	21	9	1995	X	3715
199508	T	SIBYL	1	X	1745	1	10	1995	X	1230	2	10	1995	X	1845
199508	T	SIBYL	3	X	1230	2	10	1995	X	510	3	10	1995	X	1640
199508	T	SIBYL	8	SE	510	3	10	1995	X	1130	3	10	1995	X	620
199508	T	SIBYL	3	X	1130	3	10	1995	X	2045	3	10	1995	X	915
0	MSN	X	0	E	2300	10	10	1995	X	1240	13	10	1995	X	6140
0	MSN	X	0	E	730	14	10	1995	X	1900	14	10	1995	X	1130
0	MSN	X	0	E	710	17	10	1995	X	930	17	10	1995	X	220
0	MSN	X	0	N	1500	7	11	1995	X	500	8	11	1995	X	1400
0	MSN	X	0	N	2100	14	11	1995	X	530	15	11	1995	X	830
0	MSN	X	0	N	1130	23	11	1995	X	930	24	11	1995	X	2200
0	MSN	X	0	NE	2305	24	12	1995	X	730	25	12	1995	X	825
0	MSN	X	0	N	1135	8	1	1996	X	745	9	1	1996	X	2010
0	MSN	X	0	E	2300	5	2	1996	X	1020	7	2	1996	X	3520
0	MSN	X	0	N	2300	17	2	1996	X	1135	18	2	1996	X	1235
0	MSN	X	0	N	15	19	2	1996	X	600	19	2	1996	X	545
0	MSN	X	0	E	430	5	4	1996	X	1300	5	4	1996	X	830
0	MSN	X	0	NE	500	11	4	1996	X	915	11	4	1996	X	415
0	MSN	X	0	E	2315	11	4	1996	X	745	13	4	1996	X	3230
0	MSN	X	0	NE	400	20	4	1996	X	740	20	4	1996	X	340
0	MSN	X	0	E	445	21	4	1996	X	745	21	4	1996	X	300
0	MSN	X	0	E	2300	9	5	1996	X	810	10	5	1996	X	910
199601	STS	FRANKIE	1	X	1430	21	7	1996	X	2230	22	7	1996	X	3200
199602	T	GLORIA	1	X	1130	26	7	1996	X	645	27	7	1996	X	1915
199603	TD	LISA	1	X	900	6	8	1996	X	2030	6	8	1996	X	1130
199604	T	NIKI	1	X	945	20	8	1996	X	2245	21	8	1996	X	3700
199605	TST	SALLY	1	X	500	8	9	1996	X	1700	8	9	1996	X	1200
199605	TST	SALLY	3	X	1700	8	9	1996	X	215	9	9	1996	X	915
199605	TST	SALLY	8	SE	215	9	9	1996	X	540	9	9	1996	X	325
199605	TST	SALLY	3	X	540	9	9	1996	X	1015	9	9	1996	X	435
199606	STS	WILLIE	1	X	2315	18	9	1996	X	900	20	9	1996	X	3345
0	MSN	X	0	NE	700	24	9	1996	X	1020	24	9	1996	X	320
199607	T	BETH	1	X	1145	19	10	1996	X	1400	20	10	1996	X	2615
0	MSN	X	0	NE	1420	2	11	1996	X	1030	4	11	1996	X	4410
0	MSN	X	0	E	130	14	11	1996	X	530	14	11	1996	X	400
0	MSN	X	0	N	1930	17	11	1996	X	1135	18	11	1996	X	1605
0	MSN	X	0	E	315	2	12	1996	X	745	2	12	1996	X	430
0	MSN	X	0	N	2025	5	12	1996	X	925	6	12	1996	X	1300
0	MSN	X	0	E	2300	21	1	1997	X	630	23	1	1997	X	3130
0	MSN	X	0	N	2115	23	1	1997	X	1000	24	1	1997	X	1245
0	MSN	X	0	E	245	1	2	1997	X	750	1	2	1997	X	505
0	MSN	X	0	E	250	3	2	1997	X	1800	3	2	1997	X	1510
0	MSN	X	0	NE	15	7	2	1997	X	630	7	2	1997	X	615
0	MSN	X	0	E	10	14	2	1997	X	1015	14	2	1997	X	1005
0	MSN	X	0	E	230	24	3	1997	X	530	24	3	1997	X	300
0	MSN	X	0	E	900	24	3	1997	X	930	25	3	1997	X	2430
