code	startYear	startMonth	startDay	startHour	startMinute	endYear	endMonth	endDay	endHour	endMinute	durationHour	durationMinute
A	2019	7	19	18	45	2019	7	19	19	45	01	00
A	2019	7	20	12	10	2019	7	20	13	30	01	20
A	2019	7	31	11	55	2019	7	31	14	35	02	40
A	2019	7	31	17	30	2019	7	31	20	0	02	30
R	2019	7	31	20	0	2019	7	31	21	30	01	30
A	2019	8	1	7	25	2019	8	1	21	0	13	35
A	2019	8	2	3	25	2019	8	2	4	40	01	15
A	2019	8	14	4	45	2019	8	14	6	10	01	25
A	2019	8	17	11	15	2019	8	17	12	30	01	15
A	2019	8	25	0	50	2019	8	25	2	40	01	50
A	2019	8	25	11	30	2019	8	25	14	45	03	15
A	2019	8	25	23	55	2019	8	26	0	40	00	45
R	2019	8	26	0	40	2019	8	26	3	25	02	45
A	2019	8	26	3	25	2019	8	26	5	0	01	35
A	2019	9	2	12	25	2019	9	2	14	0	01	35
A	2019	10	6	23	0	2019	10	7	0	30	01	30
A	2019	10	14	3	15	2019	10	14	10	0	06	45
A	2020	2	13	10	10	2020	2	13	11	15	01	05
A	2020	3	18	10	45	2020	3	18	11	45	01	00
A	2020	5	11	21	25	2020	5	11	23	10	01	45
A	2020	5	18	10	10	2020	5	18	11	15	01	05
A	2020	5	21	1	10	2020	5	21	2	30	01	20
R	2020	5	21	2	30	2020	5	21	4	30	02	00
A	2020	5	21	4	30	2020	5	21	5	15	00	45
A	2020	5	25	10	5	2020	5	25	10	35	00	30
R	2020	5	25	10	35	2020	5	25	11	40	01	05
A	2020	5	25	11	40	2020	5	25	12	40	01	00
A	2020	5	30	4	30	2020	5	30	9	0	04	30
R	2020	5	30	9	0	2020	5	30	10	25	01	25
A	2020	5	30	10	25	2020	5	30	12	5	01	40
A	2020	6	6	0	40	2020	6	6	1	30	00	50
R	2020	6	6	1	30	2020	6	6	2	55	01	25
B	2020	6	6	2	55	2020	6	6	5	40	02	45
R	2020	6	6	5	40	2020	6	6	6	30	00	50
A	2020	6	6	6	30	2020	6	6	8	5	01	35
A	2020	6	7	6	20	2020	6	7	7	30	01	10
R	2020	6	7	7	30	2020	6	7	11	0	03	30
A	2020	6	7	11	0	2020	6	7	12	35	01	35
A	2020	6	8	8	55	2020	6	8	11	15	02	20
A	2020	8	5	19	55	2020	8	6	0	40	04	45
A	2020	8	18	23	20	2020	8	19	10	50	11	30
A	2020	9	5	8	55	2020	9	5	9	55	01	00
R	2020	9	5	9	55	2020	9	5	10	55	01	00
A	2020	9	5	10	55	2020	9	5	11	15	00	20
A	2020	9	8	4	25	2020	9	8	10	0	05	35
A	2020	9	12	14	10	2020	9	12	16	0	01	50
A	2020	9	12	21	30	2020	9	12	22	30	01	00
A	2020	9	15	12	10	2020	9	15	17	15	05	05
A	2020	9	21	14	30	2020	9	21	18	0	03	30
R	2020	9	21	18	0	2020	9	21	20	10	02	10
A	2020	9	21	20	10	2020	9	21	21	40	01	30
A	2020	9	28	18	10	2020	9	28	19	40	01	30
A	2020	9	30	19	15	2020	9	30	19	50	00	35
R	2020	9	30	19	50	2020	9	30	20	10	00	20
B	2020	9	30	20	10	2020	9	30	21	25	01	15
R	2020	9	30	21	25	2020	9	30	22	45	01	20
A	2020	9	30	22	45	2020	9	30	23	30	00	45
A	2020	10	5	7	25	2020	10	5	8	5	00	40
R	2020	10	5	8	5	2020	10	5	9	5	01	00
A	2020	10	5	9	5	2020	10	5	9	30	00	25
A	2021	5	4	19	15	2021	5	4	21	45	02	30
A	2021	6	1	8	10	2021	6	1	9	35	01	25
A	2021	6	1	15	30	2021	6	1	17	15	01	45
R	2021	6	1	17	15	2021	6	1	18	15	01	00
A	2021	6	1	18	15	2021	6	1	21	10	02	55
A	2021	6	11	20	25	2021	6	11	22	45	02	20
A	2021	6	22	6	50	2021	6	22	8	30	01	40
A	2021	6	23	14	10	2021	6	23	15	30	01	20
A	2021	6	24	7	0	2021	6	24	8	20	01	20
A	2021	6	24	13	30	2021	6	24	14	45	01	15
A	2021	6	26	6	0	2021	6	26	8	25	02	25
A	2021	6	28	5	5	2021	6	28	5	55	00	50
R	2021	6	28	5	55	2021	6	28	8	20	02	25
B	2021	6	28	8	20	2021	6	28	11	5	02	45
R	2021	6	28	11	5	2021	6	28	11	45	00	40
A	2021	6	28	11	45	2021	6	28	12	30	00	45
A	2021	7	18	6	20	2021	7	18	7	45	01	25
A	2021	7	19	2	35	2021	7	19	3	50	01	15
A	2021	7	19	12	30	2021	7	19	14	5	01	35
A	2021	7	20	11	40	2021	7	20	15	40	04	00
A	2021	7	25	0	5	2021	7	25	3	0	02	55
A	2021	7	30	7	15	2021	7	30	8	40	01	25
A	2021	8	4	17	10	2021	8	4	22	15	05	05
A	2021	8	6	0	35	2021	8	6	1	30	00	55
R	2021	8	6	1	30	2021	8	6	3	55	02	25
A	2021	8	6	3	55	2021	8	6	4	35	00	40
A	2021	8	9	0	40	2021	8	9	2	55	02	15
A	2021	8	29	10	5	2021	8	29	12	15	02	10
A	2021	10	7	23	20	2021	10	8	11	20	12	00
R	2021	10	8	11	20	2021	10	8	11	45	00	25
B	2021	10	8	11	45	2021	10	8	12	45	01	00
R	2021	10	8	12	45	2021	10	8	17	45	05	00
A	2021	10	8	17	45	2021	10	8	19	25	01	40
A	2021	10	9	13	0	2021	10	9	21	5	08	05
A	2021	10	13	14	2	2021	10	13	17	10	03	08
A	2022	5	12	5	25	2022	5	12	6	40	01	15
A	2022	5	12	12	10	2022	5	12	22	45	10	35
A	2022	5	13	3	55	2022	5	13	4	25	00	30
R	2022	5	13	4	25	2022	5	13	7	5	02	40
A	2022	5	13	7	5	2022	5	13	7	40	00	35
A	2022	5	13	19	5	2022	5	13	22	30	03	25
A	2022	6	7	3	45	2022	6	7	6	40	02	55
A	2022	6	7	19	35	2022	6	7	20	45	01	10
A	2022	6	8	9	45	2022	6	8	10	45	01	00
R	2022	6	8	10	45	2022	6	8	16	15	05	30
A	2022	6	8	16	15	2022	6	8	17	15	01	00
A	2022	6	11	13	15	2022	6	11	15	30	02	15
A	2022	6	14	19	30	2022	6	14	20	45	01	15
A	2022	6	15	19	30	2022	6	15	21	40	02	10
A	2022	7	1	0	50	2022	7	1	2	10	01	20
A	2022	7	1	15	15	2022	7	1	17	15	02	00
A	2022	7	30	10	0	2022	7	30	11	30	01	30
A	2022	8	3	15	30	2022	8	3	17	0	01	30
A	2022	8	5	4	8	2022	8	5	9	30	05	22
A	2022	8	5	13	5	2022	8	5	17	35	04	30
A	2022	8	12	8	40	2022	8	12	12	15	03	35
A	2022	8	17	16	10	2022	8	17	18	15	02	05
A	2022	9	30	10	25	2022	9	30	14	15	03	50
A	2022	9	30	20	10	2022	9	30	21	10	01	00
A	2022	11	3	1	35	2022	11	3	2	35	01	00
A	2023	3	25	12	20	2023	3	25	15	20	03	00
A	2023	4	19	10	15	2023	4	19	12	15	02	00
A	2023	4	21	2	0	2023	4	21	6	30	04	30
A	2023	4	24	16	15	2023	4	24	17	15	01	00
A	2023	5	7	12	10	2023	5	7	13	35	01	25
R	2023	5	7	13	35	2023	5	7	14	45	01	10
A	2023	5	7	14	45	2023	5	7	15	15	00	30
A	2023	5	17	11	10	2023	5	17	13	0	01	50
A	2023	5	23	4	30	2023	5	23	8	45	04	15
A	2023	6	1	5	15	2023	6	1	8	0	02	45
A	2023	6	6	10	20	2023	6	6	13	35	03	15
A	2023	6	10	20	0	2023	6	10	21	15	01	15
A	2023	6	13	22	50	2023	6	14	5	50	07	00
A	2023	6	14	23	10	2023	6	15	5	30	06	20
A	2023	6	16	9	40	2023	6	16	14	0	04	20
A	2023	6	17	12	40	2023	6	17	14	5	01	25
R	2023	6	17	14	5	2023	6	17	16	15	02	10
A	2023	6	17	16	15	2023	6	17	17	5	00	50
A	2023	6	18	8	35	2023	6	18	10	5	01	30
A	2023	7	17	17	50	2023	7	17	19	30	01	40
A	2023	7	29	8	10	2023	7	29	9	10	01	00
R	2023	7	29	9	10	2023	7	29	10	10	01	00
A	2023	7	29	10	10	2023	7	29	10	40	00	30
A	2023	7	29	22	45	2023	7	30	0	30	01	45
A	2023	7	31	1	0	2023	7	31	3	20	02	20
A	2023	8	10	13	10	2023	8	10	15	45	02	35
A	2023	8	11	1	30	2023	8	11	3	30	02	00
A	2023	8	13	10	5	2023	8	13	11	15	01	10
A	2023	8	18	10	30	2023	8	18	13	0	02	30
A	2023	8	19	11	55	2023	8	19	13	40	01	45
A	2023	9	1	19	45	2023	9	2	1	0	05	15
A	2023	9	7	21	25	2023	9	7	21	50	00	25
R	2023	9	7	21	50	2023	9	7	23	5	01	15
B	2023	9	7	23	5	2023	9	8	15	40	16	35
A	2023	9	8	15	40	2023	9	8	16	45	01	05
A	2023	9	10	6	25	2023	9	10	8	55	02	30
