1999	12	19	3	10	1999	12	25	11	30	152	20
1999	12	25	23	15	1999	12	26	9	45	10	30
2000	1	17	16	30	2000	1	20	11	45	67	15
2000	1	25	4	45	2000	1	29	11	30	102	45
2000	1	29	22	45	2000	2	2	16	30	89	45
2000	2	7	16	40	2000	2	8	11	50	19	10
2000	2	24	16	30	2000	3	2	11	30	163	0
2000	12	13	4	30	2000	12	14	9	45	29	15
2000	12	21	16	30	2000	12	23	9	45	41	15
2001	1	9	23	15	2001	1	10	9	45	10	30
2001	1	15	16	45	2001	1	16	9	50	17	5
2001	1	26	10	45	2001	1	29	16	10	77	25
2001	2	13	16	30	2001	2	15	9	45	41	15
2001	12	13	16	30	2001	12	15	7	50	39	20
2001	12	21	16	30	2001	12	26	11	0	114	30
2001	12	28	16	30	2001	12	29	11	45	19	15
2002	1	20	16	30	2002	1	22	16	30	48	0
2002	1	26	16	30	2002	1	29	16	30	72	0
2002	2	1	16	30	2002	2	3	7	30	39	0
2002	12	8	16	30	2002	12	10	8	30	40	0
2002	12	25	16	30	2002	12	29	8	45	88	15
2003	1	2	16	30	2003	1	4	12	0	43	30
2003	1	5	16	30	2003	1	8	11	30	67	0
2003	1	8	23	15	2003	1	10	7	30	32	15
2003	1	10	16	30	2003	1	11	7	50	15	20
2003	1	27	16	30	2003	1	28	10	30	18	0
2003	3	6	22	25	2003	3	7	11	55	13	30
2003	12	18	16	30	2003	12	21	11	30	67	0
2004	1	12	23	45	2004	1	13	10	25	10	40
2004	1	18	23	15	2004	1	27	12	0	204	45
2004	1	27	23	15	2004	1	29	7	45	32	30
2004	2	3	11	45	2004	2	10	11	45	168	0
2004	3	3	16	30	2004	3	4	9	0	16	30
2004	12	28	13	15	2005	1	2	16	30	123	15
2005	1	2	23	55	2005	1	3	11	30	11	35
2005	1	12	16	30	2005	1	17	11	30	115	0
2005	1	30	23	25	2005	2	3	16	15	88	50
2005	2	18	8	0	2005	2	23	6	0	118	0
2005	2	26	23	25	2005	3	1	11	45	60	20
2005	3	2	16	30	2005	3	7	9	45	113	15
2005	3	12	6	0	2005	3	15	9	0	75	0
2005	12	5	16	0	2005	12	7	11	45	43	45
2005	12	14	16	0	2005	12	16	11	30	43	30
2005	12	17	16	30	2005	12	19	11	30	43	0
2005	12	21	16	0	2005	12	23	11	30	43	30
2006	1	5	16	20	2006	1	9	16	45	96	25
2006	1	20	16	20	2006	1	24	23	15	102	55
2006	2	28	7	30	2006	3	3	9	30	74	0
2006	3	12	16	15	2006	3	14	16	10	47	55
2006	12	16	16	20	2006	12	18	10	45	42	25
2007	1	5	16	20	2007	1	9	10	45	90	25
2007	1	26	16	20	2007	1	30	10	45	90	25
2007	3	7	4	0	2007	3	8	9	45	29	45
2007	4	3	21	30	2007	4	4	11	45	14	15
2007	12	30	16	20	2008	1	4	9	45	113	25
2008	1	13	16	20	2008	1	14	9	50	17	30
2008	1	15	16	20	2008	1	18	10	20	66	0
2008	1	24	15	0	2008	2	18	9	30	594	30
2008	2	26	16	20	2008	2	28	11	30	43	10
2008	11	28	16	20	2008	11	29	8	45	16	25
2008	12	5	16	20	2008	12	6	8	0	15	40
2008	12	22	16	20	2008	12	24	6	0	37	40
2008	12	30	16	20	2009	1	3	10	45	90	25
2009	1	8	16	20	2009	1	16	9	45	185	25
2009	1	23	16	30	2009	1	28	11	0	114	30
2009	11	16	16	20	2009	11	19	11	30	67	10
2009	11	20	16	15	2009	11	21	11	45	19	30
2009	12	15	16	20	2009	12	21	11	40	139	20
2009	12	27	16	20	2009	12	29	6	0	37	40
2010	1	6	16	20	2010	1	8	12	0	43	40
2010	1	11	11	45	2010	1	14	9	20	69	35
2010	2	12	16	20	2010	2	13	16	20	24	0
2010	2	14	16	20	2010	2	20	12	0	139	40
2010	3	8	16	20	2010	3	11	11	25	67	5
2010	12	15	16	20	2010	12	18	10	0	65	40
2010	12	25	14	30	2010	12	28	9	30	67	0
2010	12	30	16	20	2011	1	2	7	45	63	25
2011	1	3	16	20	2011	1	14	6	0	253	40
2011	1	14	16	20	2011	1	25	11	45	259	25
2011	1	28	16	20	2011	2	3	9	45	137	25
2011	2	11	16	20	2011	2	16	16	20	120	0
2011	2	19	11	45	2011	2	21	7	45	44	0
2011	3	15	16	30	2011	3	16	12	15	19	45
2011	12	3	1	20	2011	12	3	10	15	08	55
2011	12	9	16	20	2011	12	12	10	45	66	25
2011	12	23	16	20	2011	12	26	7	45	63	25
2012	1	3	16	20	2012	1	7	11	0	90	40
2012	1	21	16	20	2012	1	27	12	0	139	40
2012	1	30	16	20	2012	1	31	8	45	16	25
2012	2	7	16	20	2012	2	11	15	10	94	50
2012	2	16	16	20	2012	2	20	8	0	87	40
2012	2	26	7	45	2012	2	28	16	20	56	35
2012	3	9	19	45	2012	3	13	11	45	88	00
2012	12	18	16	20	2012	12	19	10	45	18	25
2012	12	22	16	20	2012	12	25	7	45	63	25
2012	12	29	16	20	2013	1	1	14	20	70	00
2013	1	3	16	20	2013	1	6	11	45	67	25
2013	1	17	16	20	2013	1	18	10	0	17	40
2013	2	8	16	20	2013	2	10	9	45	41	25
2013	11	28	16	20	2013	11	29	11	45	19	25
2013	12	16	7	45	2013	12	25	10	15	218	30
2013	12	26	16	20	2014	1	1	10	0	137	40
2014	1	13	16	20	2014	1	16	10	30	66	10
2014	1	17	16	20	2014	1	19	10	30	42	10
2014	1	20	16	20	2014	1	23	10	40	66	20
2014	2	9	7	45	2014	2	16	10	15	170	30
2014	2	18	11	45	2014	2	21	11	30	71	45
