code	startYear	startMonth	startDay	startHour	startMinute	endYear	endMonth	endDay	endHour	endMinute	durationHour	durationMinute
Y	2017	2	26	11	30	2017	2	26	18	0	06	30
R	2017	2	27	13	0	2017	2	27	22	45	09	45
R	2017	3	2	6	0	2017	3	2	23	0	17	00
Y	2017	3	5	6	0	2017	3	5	16	15	10	15
R	2017	3	27	6	0	2017	3	27	21	15	15	15
Y	2017	4	1	6	0	2017	4	1	19	30	13	30
Y	2017	4	2	6	0	2017	4	2	10	30	04	30
R	2017	4	2	10	30	2017	4	2	23	15	12	45
Y	2017	4	4	6	0	2017	4	4	18	0	12	00
Y	2017	4	9	11	45	2017	4	9	18	0	06	15
Y	2017	4	14	11	0	2017	4	14	18	0	07	00
Y	2017	4	16	12	15	2017	4	16	18	0	05	45
Y	2017	4	17	11	0	2017	4	17	18	0	07	00
Y	2017	4	29	8	0	2017	4	29	18	0	10	00
Y	2017	4	30	6	0	2017	4	30	18	0	12	00
Y	2017	5	1	6	0	2017	5	1	18	0	12	00
R	2017	5	27	11	45	2017	5	27	20	45	09	00
Y	2017	10	5	8	30	2017	10	5	18	45	10	15
Y	2017	10	7	8	30	2017	10	7	18	0	09	30
Y	2017	10	8	6	0	2017	10	8	18	0	12	00
Y	2017	10	14	6	0	2017	10	14	17	0	11	00
Y	2017	10	21	6	0	2017	10	22	6	0	24	00
R	2017	10	22	6	0	2017	10	23	19	15	37	15
R	2017	10	24	11	0	2017	10	24	19	30	08	30
R	2017	10	27	9	45	2017	10	31	21	0	107	15
R	2017	11	3	11	15	2017	11	3	19	0	07	45
R	2017	11	4	9	45	2017	11	5	20	30	34	45
Y	2017	11	26	11	10	2017	11	26	18	0	06	50
Y	2017	12	3	6	0	2017	12	3	18	0	12	00
R	2017	12	8	6	0	2017	12	11	21	30	87	30
R	2017	12	17	6	0	2017	12	21	20	40	110	40
Y	2017	12	24	6	0	2017	12	24	11	30	05	30
R	2017	12	24	11	30	2017	12	25	21	0	33	30
Y	2017	12	26	6	0	2017	12	26	19	30	13	30
Y	2017	12	30	10	30	2017	12	30	19	40	09	10
Y	2017	12	31	6	0	2017	12	31	19	40	13	40
Y	2018	1	1	6	0	2018	1	1	18	0	12	00
R	2018	1	10	6	0	2018	1	13	6	0	72	00
Y	2018	1	13	6	0	2018	1	13	19	40	13	40
Y	2018	1	14	6	0	2018	1	14	19	15	13	15
Y	2018	1	21	11	45	2018	1	21	19	0	07	15
Y	2018	2	1	6	0	2018	2	3	6	0	48	00
R	2018	2	3	6	0	2018	2	7	6	0	96	00
Y	2018	2	7	6	0	2018	2	8	19	0	37	00
Y	2018	2	11	6	0	2018	2	11	20	45	14	45
R	2018	2	12	6	0	2018	2	12	22	30	16	30
Y	2018	2	14	7	20	2018	2	14	21	30	14	10
R	2018	3	9	6	0	2018	3	9	23	10	17	10
Y	2018	3	10	7	30	2018	3	10	21	0	13	30
Y	2018	3	11	6	0	2018	3	11	19	0	13	00
Y	2018	3	18	6	0	2018	3	18	18	0	12	00
R	2018	3	21	6	0	2018	3	23	21	45	63	45
Y	2018	3	25	10	30	2018	3	25	21	45	11	15
Y	2018	3	30	6	0	2018	3	30	18	45	12	45
R	2018	3	31	6	0	2018	3	31	19	45	13	45
Y	2018	4	1	6	0	2018	4	2	21	0	39	00
Y	2018	4	5	6	0	2018	4	5	19	30	13	30
R	2018	4	7	9	30	2018	4	8	20	45	35	15
Y	2018	9	25	10	0	2018	9	25	18	0	08	00
R	2018	9	29	6	0	2018	9	30	20	45	38	45
Y	2018	10	1	9	10	2018	10	1	20	0	10	50
R	2018	10	3	12	40	2018	10	3	19	40	07	00
R	2018	10	4	8	0	2018	10	6	21	0	61	00
Y	2018	10	7	6	0	2018	10	7	18	0	12	00
Y	2018	10	14	7	40	2018	10	14	18	0	10	20
Y	2018	10	21	7	45	2018	10	21	18	0	10	15
Y	2018	10	27	6	0	2018	10	28	6	0	24	00
R	2018	10	28	6	0	2018	11	1	19	0	109	00
Y	2018	11	11	6	0	2018	11	11	17	30	11	30
Y	2018	12	2	9	45	2018	12	2	18	0	08	15
Y	2018	12	16	6	0	2018	12	16	16	10	10	10
R	2018	12	17	6	0	2018	12	18	23	15	41	15
Y	2018	12	26	6	0	2018	12	26	18	0	12	00
Y	2018	12	29	6	0	2018	12	29	21	20	15	20
Y	2018	12	30	6	0	2018	12	30	21	30	15	30
Y	2019	1	1	6	0	2019	1	1	17	40	11	40
Y	2019	1	20	6	0	2019	1	20	18	30	12	30
R	2019	1	22	6	0	2019	1	23	18	45	36	45
Y	2019	1	26	6	0	2019	1	26	18	0	12	00
Y	2019	1	27	6	0	2019	1	27	18	50	12	50
Y	2019	3	16	7	40	2019	3	17	18	0	34	20
Y	2019	4	5	6	0	2019	4	5	19	15	13	15
Y	2019	4	7	6	0	2019	4	7	18	0	12	00
Y	2019	9	13	6	0	2019	9	14	11	0	29	00
R	2019	9	20	6	0	2019	9	23	19	45	85	45
Y	2019	9	28	6	0	2019	9	28	18	45	12	45
Y	2019	9	29	6	0	2019	9	29	18	0	12	00
Y	2019	10	1	6	0	2019	10	1	20	45	14	45
Y	2019	10	5	7	30	2019	10	5	19	0	11	30
Y	2019	10	19	7	45	2019	10	19	19	30	11	45
Y	2019	10	20	10	0	2019	10	20	18	45	08	45
Y	2019	10	26	6	0	2019	10	26	18	0	12	00
Y	2019	10	27	6	0	2019	10	27	18	0	12	00
R	2019	10	29	6	0	2019	10	29	19	0	13	00
Y	2019	11	3	6	0	2019	11	3	19	30	13	30
R	2019	11	4	6	0	2019	11	4	22	0	16	00
R	2019	11	5	7	30	2019	11	5	21	45	14	15
R	2019	11	7	6	0	2019	11	9	19	30	61	30
Y	2019	11	10	6	0	2019	11	10	19	0	13	00
Y	2019	11	17	6	0	2019	11	17	18	0	12	00
R	2019	11	19	6	0	2019	11	19	18	0	12	00
R	2019	11	21	13	50	2019	11	21	19	45	05	55
R	2019	11	22	6	45	2019	11	22	19	45	13	00
Y	2019	11	24	6	0	2019	11	24	18	0	12	00
R	2019	11	28	6	0	2019	11	29	19	0	37	00
Y	2019	11	30	6	0	2019	11	30	18	45	12	45
Y	2019	12	1	6	0	2019	12	1	20	0	14	00
R	2019	12	2	6	0	2019	12	5	10	0	76	00
R	2019	12	6	8	45	2019	12	8	23	0	62	15
R	2019	12	9	6	0	2019	12	9	21	15	15	15
R	2019	12	11	10	0	2019	12	11	20	30	10	30
Y	2019	12	22	9	45	2019	12	22	18	0	08	15
Y	2019	12	26	6	0	2019	12	27	19	30	37	30
Y	2019	12	28	6	0	2019	12	28	20	15	14	15
Y	2020	1	8	11	30	2020	1	8	22	0	10	30
Y	2020	1	12	10	30	2020	1	12	20	0	09	30
Y	2020	1	17	6	0	2020	1	17	21	45	15	45
Y	2020	1	19	6	0	2020	1	19	19	0	13	00
Y	2020	1	27	6	0	2020	1	27	16	10	10	10
Y	2020	1	28	11	40	2020	1	29	6	0	18	20
R	2020	1	29	6	0	2020	1	31	7	45	49	45
Y	2020	1	31	7	45	2020	1	31	23	55	16	10
Y	2020	2	2	6	0	2020	2	2	17	0	11	00
Y	2020	2	9	10	0	2020	2	9	19	0	09	00
Y	2020	2	16	11	15	2020	2	16	15	30	04	15
R	2020	2	17	6	0	2020	2	18	21	0	39	00
Y	2020	2	22	6	0	2020	2	22	18	30	12	30
Y	2020	2	23	6	0	2020	2	23	19	45	13	45
Y	2020	3	1	6	0	2020	3	1	18	0	12	00
Y	2020	3	15	6	0	2020	3	15	18	30	12	30
R	2020	4	10	6	0	2020	4	10	18	45	12	45
R	2020	4	12	6	0	2020	4	13	23	0	41	00
Y	2020	4	19	11	0	2020	4	19	18	0	07	00
Y	2020	4	26	8	45	2020	4	26	19	0	10	15
R	2020	4	28	6	0	2020	4	28	19	30	13	30
Y	2020	4	30	6	0	2020	4	30	19	0	13	00
Y	2020	5	1	10	0	2020	5	1	18	0	08	00
Y	2020	5	3	6	0	2020	5	3	18	45	12	45
Y	2020	10	1	11	0	2020	10	2	19	0	32	00
Y	2020	10	4	6	0	2020	10	4	18	0	12	00
Y	2020	10	10	6	0	2020	10	10	19	15	13	15
Y	2020	10	11	6	0	2020	10	11	19	0	13	00
Y	2020	10	17	6	0	2020	10	17	18	0	12	00
Y	2020	10	18	6	0	2020	10	18	18	0	12	00
R	2020	10	21	6	0	2020	10	24	6	0	72	00
Y	2020	10	24	6	0	2020	10	26	18	30	60	30
Y	2020	10	31	12	0	2020	10	31	20	0	08	00
Y	2020	11	1	6	0	2020	11	1	19	0	13	00
R	2020	11	7	6	0	2020	11	8	22	40	40	40
R	2020	11	9	11	0	2020	11	9	18	0	07	00
R	2020	11	10	11	0	2020	11	10	21	30	10	30
R	2020	11	11	8	0	2020	11	11	19	30	11	30
R	2020	11	12	11	30	2020	11	12	19	0	07	30
Y	2020	11	15	10	0	2020	11	15	18	0	08	00
Y	2020	11	22	6	0	2020	11	22	18	0	12	00
R	2020	11	28	6	0	2020	11	28	18	0	12	00
Y	2020	11	29	6	0	2020	11	29	23	0	17	00
Y	2020	12	5	6	0	2020	12	6	19	15	37	15
Y	2020	12	13	11	45	2020	12	13	19	0	07	15
Y	2020	12	19	6	0	2020	12	20	6	0	24	00
R	2020	12	20	6	0	2020	12	20	23	30	17	30
R	2020	12	21	6	0	2020	12	21	23	30	17	30
Y	2020	12	25	6	0	2020	12	25	18	0	12	00
Y	2020	12	26	6	0	2020	12	26	19	0	13	00
Y	2020	12	27	6	45	2020	12	27	19	0	12	15
R	2020	12	30	6	0	2021	1	2	20	0	86	00
Y	2021	1	3	6	0	2021	1	3	20	0	14	00
Y	2021	1	7	6	0	2021	1	8	6	0	24	00
R	2021	1	8	6	0	2021	1	14	23	0	161	00
Y	2021	1	15	8	0	2021	1	15	20	30	12	30
Y	2021	1	16	9	30	2021	1	16	19	0	09	30
R	2021	1	17	6	0	2021	1	18	22	30	40	30
Y	2021	1	25	6	0	2021	1	25	19	0	13	00
R	2021	1	28	6	0	2021	1	29	6	0	24	00
Y	2021	1	29	6	0	2021	1	29	20	45	14	45
Y	2021	1	30	6	0	2021	1	31	19	45	37	45
Y	2021	2	3	6	0	2021	2	3	20	0	14	00
Y	2021	2	4	6	0	2021	2	4	20	0	14	00
Y	2021	2	5	6	0	2021	2	5	20	45	14	45
Y	2021	2	6	6	30	2021	2	6	20	0	13	30
Y	2021	2	7	6	45	2021	2	7	20	0	13	15
Y	2021	2	12	6	0	2021	2	12	19	45	13	45
Y	2021	2	13	6	0	2021	2	13	19	0	13	00
Y	2021	2	14	6	0	2021	2	14	19	0	13	00
Y	2021	2	15	6	0	2021	2	15	20	0	14	00
Y	2021	2	17	6	0	2021	2	17	19	45	13	45
Y	2021	2	18	6	0	2021	2	18	21	0	15	00
Y	2021	2	19	6	0	2021	2	19	22	30	16	30
Y	2021	2	20	6	0	2021	2	20	19	0	13	00
Y	2021	2	21	6	0	2021	2	21	19	30	13	30
Y	2021	3	14	6	0	2021	3	14	18	0	12	00
Y	2021	3	21	10	0	2021	3	21	18	0	08	00
Y	2021	3	28	10	0	2021	3	28	18	0	08	00
Y	2021	4	2	11	0	2021	4	2	18	0	07	00
Y	2021	4	3	6	0	2021	4	3	18	0	12	00
Y	2021	4	4	6	0	2021	4	4	16	45	10	45
Y	2021	4	5	11	45	2021	4	5	20	0	08	15
Y	2021	4	6	6	0	2021	4	6	18	0	12	00
Y	2021	4	10	6	0	2021	4	10	19	45	13	45
Y	2021	4	11	6	0	2021	4	11	19	45	13	45
Y	2021	4	18	6	0	2021	4	18	18	0	12	00
Y	2021	10	14	10	30	2021	10	14	19	0	08	30
Y	2021	10	17	6	0	2021	10	17	19	0	13	00
Y	2021	10	24	6	0	2021	10	24	20	0	14	00
Y	2021	10	31	7	20	2021	10	31	19	30	12	10
R	2021	11	8	8	45	2021	11	14	23	15	158	30
Y	2021	11	21	6	0	2021	11	21	19	0	13	00
R	2021	11	23	6	0	2021	11	24	19	0	37	00
R	2021	11	25	6	0	2021	11	25	19	45	13	45
R	2021	11	26	6	0	2021	11	26	20	30	14	30
Y	2021	11	27	6	0	2021	11	27	20	0	14	00
Y	2021	11	28	6	0	2021	11	28	20	0	14	00
R	2021	11	30	6	0	2021	12	6	21	45	159	45
Y	2021	12	12	6	0	2021	12	12	18	0	12	00
Y	2021	12	18	6	0	2021	12	19	7	45	25	45
R	2021	12	19	7	45	2021	12	19	23	45	16	00
Y	2022	1	1	6	0	2022	1	2	18	0	36	00
Y	2022	1	9	11	45	2022	1	9	19	0	07	15
Y	2022	1	30	7	45	2022	1	30	22	45	15	00
Y	2022	2	5	6	0	2022	2	5	20	0	14	00
Y	2022	2	6	6	0	2022	2	6	18	0	12	00
Y	2022	2	26	6	0	2022	2	26	19	30	13	30
Y	2022	2	27	9	15	2022	2	27	19	0	09	45
Y	2022	3	6	6	0	2022	3	6	17	45	11	45
R	2022	3	8	6	0	2022	3	9	6	0	24	00
Y	2022	3	9	6	0	2022	3	9	11	45	05	45
R	2022	3	9	11	45	2022	3	9	23	0	11	15
Y	2022	3	10	6	0	2022	3	11	19	0	37	00
Y	2022	3	12	9	30	2022	3	12	21	45	12	15
Y	2022	3	13	7	50	2022	3	13	18	0	10	10
R	2022	4	3	6	0	2022	4	3	22	30	16	30
R	2022	4	4	6	0	2022	4	5	20	0	38	00
R	2022	4	8	6	0	2022	4	8	22	30	16	30
Y	2022	4	9	6	0	2022	4	9	21	15	15	15
Y	2022	4	10	6	0	2022	4	10	21	0	15	00
Y	2022	4	15	6	0	2022	4	15	19	45	13	45
Y	2022	4	16	6	0	2022	4	16	18	0	12	00
Y	2022	4	17	6	0	2022	4	17	18	0	12	00
Y	2022	4	18	6	0	2022	4	18	18	0	12	00
R	2022	5	18	7	45	2022	5	18	23	15	15	30
R	2022	9	2	11	30	2022	9	4	23	30	60	00
R	2022	9	5	6	0	2022	9	6	19	0	37	00
R	2022	9	9	6	0	2022	9	9	19	45	13	45
Y	2022	9	10	6	0	2022	9	10	17	45	11	45
Y	2022	9	11	6	0	2022	9	11	18	0	12	00
Y	2022	9	12	6	0	2022	9	12	20	30	14	30
R	2022	9	13	6	0	2022	9	16	19	0	85	00
Y	2022	9	17	6	0	2022	9	17	18	30	12	30
Y	2022	9	18	6	15	2022	9	18	16	45	10	30
Y	2022	9	24	8	45	2022	9	24	19	0	10	15
Y	2022	9	25	6	0	2022	9	25	19	45	13	45
Y	2022	10	2	6	45	2022	10	2	18	0	11	15
Y	2022	10	4	6	5	2022	10	4	18	0	11	55
Y	2022	10	8	6	0	2022	10	8	19	0	13	00
Y	2022	10	9	6	0	2022	10	10	6	0	24	00
R	2022	10	10	6	0	2022	10	13	21	0	87	00
R	2022	10	15	6	0	2022	10	17	18	0	60	00
R	2022	10	19	8	40	2022	10	19	23	30	14	50
Y	2022	10	22	6	0	2022	10	22	19	30	13	30
Y	2022	10	23	9	45	2022	10	23	18	0	08	15
R	2022	10	25	9	35	2022	10	25	19	45	10	10
R	2022	10	26	7	45	2022	10	26	19	0	11	15
Y	2022	10	29	6	0	2022	10	30	6	0	24	00
R	2022	10	30	6	0	2022	11	1	9	0	51	00
Y	2022	11	13	6	0	2022	11	13	18	0	12	00
Y	2022	11	20	6	0	2022	11	20	18	0	12	00
Y	2022	12	4	6	0	2022	12	4	18	0	12	00
Y	2022	12	10	6	0	2022	12	11	6	0	24	00
R	2022	12	11	6	0	2022	12	11	23	30	17	30
R	2022	12	17	12	0	2022	12	19	23	0	59	00
R	2022	12	21	6	0	2022	12	25	23	0	113	00
Y	2022	12	26	6	0	2022	12	26	21	0	15	00
Y	2022	12	27	6	0	2022	12	27	18	45	12	45
R	2022	12	29	6	15	2022	12	29	23	0	16	45
Y	2022	12	31	6	0	2022	12	31	23	0	17	00
Y	2023	1	1	6	0	2023	1	1	22	30	16	30
Y	2023	1	2	6	45	2023	1	2	23	30	16	45
R	2023	1	6	6	0	2023	1	7	6	0	24	00
Y	2023	1	7	6	0	2023	1	7	22	30	16	30
Y	2023	1	15	10	30	2023	1	16	6	0	19	30
R	2023	1	16	6	0	2023	1	16	23	15	17	15
R	2023	1	17	6	0	2023	1	17	11	45	05	45
R	2023	1	18	6	0	2023	1	19	23	30	41	30
Y	2023	1	23	8	0	2023	1	23	18	0	10	00
R	2023	1	24	6	0	2023	1	25	6	0	24	00
Y	2023	1	25	6	0	2023	1	25	23	30	17	30
R	2023	1	27	6	0	2023	1	30	22	45	88	45
R	2023	1	31	12	0	2023	1	31	23	30	11	30
R	2023	2	15	6	0	2023	2	15	20	30	14	30
R	2023	2	16	9	45	2023	2	16	22	30	12	45
Y	2023	2	18	6	0	2023	2	19	21	30	39	30
R	2023	2	21	9	30	2023	2	21	20	30	11	00
R	2023	2	22	6	0	2023	2	22	21	30	15	30
R	2023	2	24	6	30	2023	2	26	22	45	64	15
R	2023	2	27	6	0	2023	2	27	20	0	14	00
R	2023	3	3	6	0	2023	3	4	6	0	24	00
Y	2023	3	4	6	0	2023	3	4	11	45	05	45
R	2023	3	4	11	45	2023	3	4	21	30	09	45
R	2023	3	5	6	0	2023	3	5	23	15	17	15
R	2023	3	6	6	0	2023	3	6	23	30	17	30
R	2023	3	7	6	0	2023	3	7	21	45	15	45
Y	2023	3	11	6	0	2023	3	11	19	0	13	00
Y	2023	3	12	11	45	2023	3	12	23	30	11	45
Y	2023	3	16	6	0	2023	3	16	21	45	15	45
Y	2023	4	7	6	0	2023	4	7	19	0	13	00
Y	2023	4	8	6	0	2023	4	8	18	0	12	00
Y	2023	4	16	6	0	2023	4	16	20	0	14	00
Y	2023	4	30	6	0	2023	4	30	20	0	14	00
Y	2023	5	1	9	45	2023	5	1	18	0	08	15
